musteri,yas,kidem_suresi,egitim,is_durumu,meslek_grubu,tarih,target
c39af162e6,22.0,6.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
f813bec820,23.0,22.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
05f46ea3b2,29.0,84.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
04030bd416,25.0,67.0,7e6640bfe0,d36d84f51a,,20190601,0
e479050805,22.0,8.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
e624f06d47,49.0,114.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
28f967fdda,25.0,59.0,7e6640bfe0,d36d84f51a,,20190601,0
f876fb98e1,27.0,95.0,7bb291e291,915be3a7a4,,20190601,0
89d208ca5e,21.0,34.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
ed6c8705bd,27.0,82.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
dae815b69f,38.0,164.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
f163a600e9,39.0,178.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
6c1ab10530,30.0,142.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
18b86e5930,27.0,104.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
b9d98ca614,49.0,111.0,7e6640bfe0,eb35a5eb6b,,20190601,0
c90fdcd0ff,30.0,93.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
6d466ab9e3,37.0,111.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
a143ea04f7,28.0,120.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
3511000b9f,23.0,19.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
4e8584367e,21.0,71.0,5f8ca0f83b,51be29729b,,20190601,0
523c3cc271,30.0,142.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
40b45fc04e,25.0,208.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
12eb66e352,25.0,82.0,5f8ca0f83b,915be3a7a4,,20190601,0
2a05ccfd12,23.0,33.0,5f8ca0f83b,d36d84f51a,,20190601,0
923e54d4df,46.0,152.0,01a4f2c96c,ba7b390fc4,ba91c4a92b,20190601,0
56203b78e4,26.0,92.0,7e6640bfe0,d36d84f51a,,20190601,1
ac99fee870,33.0,18.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
4b2fd0d3ed,19.0,8.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
e5d13120fd,20.0,21.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e262af7420,36.0,110.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d85ad69eb7,24.0,67.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
5e77460939,19.0,7.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9f9198c196,26.0,71.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
04861d7fcc,29.0,105.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
cd739d5b45,26.0,101.0,7e6640bfe0,d36d84f51a,,20190601,0
dda2f97f04,24.0,67.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
1b1ca7280b,22.0,19.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
34e493be7d,20.0,96.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
78550a710b,23.0,119.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
c989fe8a16,30.0,39.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
fcad981940,38.0,101.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,0
8230eaac11,24.0,119.0,7e6640bfe0,d36d84f51a,,20190601,0
c71cf41139,22.0,129.0,7bb291e291,51be29729b,,20190601,0
ad7ed530a7,19.0,21.0,7e6640bfe0,d36d84f51a,,20190601,0
e7f863469b,24.0,72.0,5f8ca0f83b,51be29729b,,20190601,0
c8df682c08,21.0,7.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8247b67477,29.0,108.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
eeb08a4bd9,27.0,153.0,01a4f2c96c,ba7b390fc4,62260c15fb,20190601,0
c69e3087c6,23.0,39.0,7e6640bfe0,d36d84f51a,,20190601,0
30bc058373,26.0,131.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
4cc7fbac8c,32.0,198.0,7e6640bfe0,eb35a5eb6b,,20190601,0
eb3e28014f,26.0,24.0,7e6640bfe0,991c4998fb,51155d7cc3,20190601,0
f4b765c893,44.0,250.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
6a356db1f8,33.0,15.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
fd9dd4a086,22.0,15.0,7e6640bfe0,d36d84f51a,,20190601,0
6e1e868368,31.0,43.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
66f5bcaa4b,21.0,56.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
1a1ea57acc,34.0,208.0,7e6640bfe0,915be3a7a4,,20190601,0
a29ec3af8c,21.0,46.0,5f8ca0f83b,51be29729b,,20190601,0
619b50293a,24.0,30.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
57ee4401d9,32.0,62.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
681dfadf69,38.0,197.0,7bb291e291,242927d0f5,7330d6bdb3,20190601,0
a8e48b4fdf,27.0,68.0,7e6640bfe0,d36d84f51a,,20190601,0
7c002ec9b5,42.0,11.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
510425c59f,28.0,110.0,7e6640bfe0,991c4998fb,51155d7cc3,20190601,0
ad1314a808,24.0,51.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
8726d4f2a8,45.0,233.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
946c670c50,38.0,206.0,7e6640bfe0,f1fcd26d00,b18c21407b,20190601,0
40201dc00f,26.0,72.0,7e6640bfe0,d36d84f51a,,20190601,0
8e57b0246d,27.0,95.0,7e6640bfe0,915be3a7a4,,20190601,0
ea8e57df4f,48.0,99.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
4b549eea1a,35.0,202.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
4f7b605ef0,40.0,139.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
756dfe0b28,19.0,18.0,7e6640bfe0,d36d84f51a,,20190601,0
f08d83d42d,24.0,79.0,5f8ca0f83b,915be3a7a4,,20190601,0
e5cabe7701,22.0,87.0,,51be29729b,,20190601,0
153d10e613,48.0,296.0,01a4f2c96c,ba7b390fc4,44af6626d6,20190601,0
4e7cddd6c7,21.0,32.0,5f8ca0f83b,d36d84f51a,,20190601,0
1e8e20bf86,25.0,93.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
1bb17e5168,19.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
2e87f9e8bc,25.0,1.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
ef36a87da0,24.0,51.0,7e6640bfe0,51be29729b,,20190601,0
569d935d46,33.0,194.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,1
bed1b46797,39.0,184.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
40dcb34123,26.0,8.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
78bab3576a,23.0,25.0,5f8ca0f83b,d36d84f51a,,20190601,0
1b50b27a4e,28.0,87.0,7e6640bfe0,d36d84f51a,,20190601,0
4a84d2725a,20.0,9.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
6b58153d38,26.0,19.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
b1c0806da5,20.0,21.0,5f8ca0f83b,d36d84f51a,,20190601,0
8fa5e36c9a,29.0,37.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
030292c41e,38.0,32.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e66356d4ce,38.0,63.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
ec12394d1e,20.0,32.0,7e6640bfe0,d36d84f51a,,20190601,0
05c527a71e,25.0,100.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
7fea457dfd,20.0,9.0,7e6640bfe0,d36d84f51a,,20190601,0
68a5590d2c,26.0,103.0,7bb291e291,915be3a7a4,,20190601,1
485f6a6965,25.0,45.0,5f8ca0f83b,d36d84f51a,,20190601,0
a264df1f32,26.0,57.0,5f8ca0f83b,ba7b390fc4,6da8606d6e,20190601,0
42e81b791d,39.0,210.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d58bc99d31,30.0,54.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
d82dab14ff,25.0,5.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,0
2235b297eb,36.0,165.0,5f8ca0f83b,991c4998fb,91ed9c1e18,20190601,0
9ec3091ed5,21.0,10.0,5f8ca0f83b,289777e76d,,20190601,0
73463a8380,33.0,143.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
39a8c340b0,22.0,44.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
2d34ab8e65,23.0,21.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
38b9c3db67,26.0,31.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
0b45d9599e,21.0,14.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e844db47e0,30.0,64.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
c7720cf655,24.0,42.0,7e6640bfe0,d36d84f51a,,20190601,0
e2b51f7dee,27.0,106.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
1e0b8400ab,28.0,41.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
2d1dafc828,20.0,174.0,7bb291e291,51be29729b,,20190601,0
2ea66104a0,26.0,38.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
5d23209e2a,28.0,95.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
75d82d17a7,20.0,50.0,7e6640bfe0,242927d0f5,44af6626d6,20190601,0
d95055bb25,26.0,86.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
9c64e4b21b,41.0,143.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
11f33c76f4,29.0,8.0,7e6640bfe0,d36d84f51a,,20190601,0
6123df628c,24.0,2.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
dfd6be61b1,21.0,33.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
53412561e4,33.0,70.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
810f5b6751,25.0,79.0,5f8ca0f83b,d36d84f51a,,20190601,0
32b7dae390,36.0,173.0,7e6640bfe0,242927d0f5,44af6626d6,20190601,0
8b909d681f,43.0,100.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
60fe396a3c,32.0,58.0,5f8ca0f83b,ba7b390fc4,6da8606d6e,20190601,0
eaa2dc4115,24.0,45.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
e29b89553e,27.0,84.0,5f8ca0f83b,ba7b390fc4,7330d6bdb3,20190601,0
8fc41a636d,27.0,63.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
92216af51d,44.0,249.0,01a4f2c96c,ba7b390fc4,314826bda8,20190601,0
a2a6e1f89c,42.0,223.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
0156faa225,24.0,70.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
5b77724cf2,20.0,2.0,7e6640bfe0,d36d84f51a,,20190601,0
2b9a51d270,34.0,212.0,7e6640bfe0,991c4998fb,4e1d23cb0a,20190601,0
5f4a02b480,23.0,58.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
0605bd49b9,20.0,12.0,7bb291e291,eb35a5eb6b,,20190601,0
722fcca703,32.0,77.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
b3645ee518,26.0,34.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
d8cf9eae1d,20.0,103.0,5f8ca0f83b,d36d84f51a,,20190601,0
f61ea25ebe,27.0,118.0,7e6640bfe0,d36d84f51a,,20190601,0
39ee606119,38.0,92.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
cc55720609,23.0,8.0,7e6640bfe0,d36d84f51a,,20190601,0
a2fda85789,32.0,171.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
ffe987ebd5,29.0,84.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
c6f6f21d75,20.0,21.0,7e6640bfe0,d36d84f51a,,20190601,0
90b4d1b2f4,24.0,68.0,7e6640bfe0,d36d84f51a,,20190601,0
80e8a725d1,35.0,215.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
0be68aab6b,35.0,171.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
e2dd1cd1d4,36.0,45.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
be90df3651,33.0,21.0,01a4f2c96c,991c4998fb,314826bda8,20190601,0
8913d88063,18.0,19.0,5f8ca0f83b,51be29729b,,20190601,0
ddce387241,33.0,171.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
e5184b1287,25.0,43.0,7e6640bfe0,d36d84f51a,,20190601,0
08098c4e0d,22.0,95.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
d0578040e8,23.0,16.0,7e6640bfe0,d36d84f51a,,20190601,0
445dbcd142,26.0,80.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
82d7699e47,23.0,15.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
a0c6955578,20.0,17.0,5f8ca0f83b,d36d84f51a,,20190601,0
44fc3aa2d1,30.0,210.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,1
7665d01552,47.0,21.0,7bb291e291,242927d0f5,91ed9c1e18,20190601,0
f7ebef8b0a,25.0,82.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
34e3cc5ce5,24.0,67.0,5f8ca0f83b,d36d84f51a,,20190601,0
e6b272740e,22.0,41.0,7e6640bfe0,d36d84f51a,,20190601,0
975fc8ea62,24.0,56.0,5f8ca0f83b,d36d84f51a,,20190601,0
904f7583f7,25.0,27.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,1
710b5575e5,22.0,8.0,7bb291e291,ba7b390fc4,6da8606d6e,20190601,0
2a34354476,20.0,21.0,5f8ca0f83b,d36d84f51a,,20190601,0
f069cd4b2a,29.0,106.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
bf867d3b33,23.0,76.0,5f8ca0f83b,a996720382,bfd9cb6270,20190601,0
5abfeb990b,20.0,26.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
2d67e79ec6,18.0,2.0,7e6640bfe0,d36d84f51a,ba91c4a92b,20190601,0
1bfb698445,26.0,22.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
c77bd6dd67,19.0,7.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
83b545a590,34.0,162.0,7e6640bfe0,242927d0f5,44af6626d6,20190601,0
d719987df3,37.0,172.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
1d1bf1b393,24.0,76.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
cffe7f7321,26.0,69.0,7e6640bfe0,d36d84f51a,,20190601,0
a7a5d81024,30.0,155.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
526670642d,20.0,46.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
2d4af8352c,27.0,83.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
94e0ed384e,22.0,17.0,7e6640bfe0,d36d84f51a,,20190601,0
70562ebbd7,44.0,188.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
c05f386a9e,24.0,82.0,7e6640bfe0,915be3a7a4,,20190601,0
083bd5b4c2,22.0,32.0,7e6640bfe0,d36d84f51a,,20190601,0
9195b22bed,26.0,77.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
57dd349dca,49.0,384.0,7e6640bfe0,242927d0f5,4e1d23cb0a,20190601,0
cd10969383,20.0,21.0,,d36d84f51a,,20190601,0
836f3e3b6e,26.0,82.0,5f8ca0f83b,d36d84f51a,,20190601,0
f1109638e8,28.0,89.0,5f8ca0f83b,d36d84f51a,,20190601,0
90722003b7,23.0,46.0,5f8ca0f83b,d36d84f51a,,20190601,0
fae48f3b7e,24.0,62.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
341458da0a,25.0,81.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
2ccac553d8,27.0,111.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
87e25f4b93,27.0,81.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
5439b86b8c,20.0,14.0,7e6640bfe0,d36d84f51a,,20190601,0
e768d329e8,35.0,191.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
a7d7eb5ff9,19.0,32.0,7e6640bfe0,d36d84f51a,,20190601,0
e74fece690,24.0,22.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
3779f99024,19.0,19.0,5f8ca0f83b,51be29729b,,20190601,0
c790c07958,29.0,53.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
c4aaad7d7c,30.0,131.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
de4832e5b6,28.0,112.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
14eb2828e1,25.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
46c8dd9ed1,21.0,29.0,7e6640bfe0,d36d84f51a,,20190601,0
35522b7553,30.0,5.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
3a336099d9,20.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
fc2f442b18,21.0,104.0,7bb291e291,51be29729b,,20190601,0
05e6e7061a,21.0,209.0,7e6640bfe0,d36d84f51a,,20190601,0
a2ea7994bc,27.0,107.0,5f8ca0f83b,915be3a7a4,,20190601,0
c0229dba85,34.0,93.0,,915be3a7a4,,20190601,0
0ec27ba68c,27.0,83.0,7e6640bfe0,915be3a7a4,,20190601,0
b81761aa3d,28.0,177.0,7e6640bfe0,ba7b390fc4,7330d6bdb3,20190601,0
dfc2f9dbb6,29.0,93.0,7e6640bfe0,915be3a7a4,,20190601,0
f01a791bc2,20.0,37.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
642d7ed9d3,20.0,4.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
bdb6071416,31.0,22.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
7b5f5b2c7e,34.0,178.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
17cda88a0e,19.0,21.0,5f8ca0f83b,d36d84f51a,,20190601,0
86525481cc,26.0,83.0,7e6640bfe0,d36d84f51a,,20190601,0
63863b6d98,21.0,36.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d13ced91ee,24.0,74.0,5f8ca0f83b,915be3a7a4,bfd9cb6270,20190601,0
f81d5281c0,21.0,27.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
a0f47a1a87,21.0,26.0,5f8ca0f83b,d36d84f51a,,20190601,1
0d99ff161a,20.0,23.0,5f8ca0f83b,d36d84f51a,,20190601,0
856e5a2cac,24.0,6.0,7bb291e291,915be3a7a4,44af6626d6,20190601,1
21f07ea4c3,22.0,56.0,5f8ca0f83b,d36d84f51a,,20190601,0
2e1d68dd6e,22.0,46.0,5f8ca0f83b,51be29729b,,20190601,0
f87e7113bc,38.0,19.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
296a24c62a,19.0,22.0,7e6640bfe0,d36d84f51a,,20190601,0
8788fac9d6,21.0,40.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
7d500105e6,19.0,11.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
383e94ea00,26.0,147.0,5f8ca0f83b,915be3a7a4,,20190601,0
0293d42b35,19.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
330540d817,30.0,92.0,5f8ca0f83b,ba7b390fc4,7330d6bdb3,20190601,0
142b078461,32.0,129.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
1a3f7f1642,20.0,9.0,7e6640bfe0,d36d84f51a,,20190601,0
5541f0f793,22.0,33.0,7e6640bfe0,d36d84f51a,,20190601,0
05c290f1f2,35.0,95.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
48214ed36d,30.0,60.0,7e6640bfe0,ba7b390fc4,6da8606d6e,20190601,0
77f59e16bf,21.0,20.0,5f8ca0f83b,d36d84f51a,,20190601,0
792de0ffb8,39.0,177.0,5f8ca0f83b,991c4998fb,4e1d23cb0a,20190601,0
00ada19c04,21.0,34.0,7e6640bfe0,d36d84f51a,,20190601,0
84c2348115,21.0,40.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
04b20ed57b,24.0,34.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
2be390859c,23.0,67.0,7e6640bfe0,d36d84f51a,,20190601,0
36ad19f02b,27.0,107.0,7e6640bfe0,d36d84f51a,,20190601,0
7cc850949c,24.0,56.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
8405259ba3,26.0,175.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
985367078c,22.0,10.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
c62ab9c5d7,19.0,7.0,5f8ca0f83b,51be29729b,,20190601,0
d2d3d718d3,21.0,34.0,5f8ca0f83b,d36d84f51a,,20190601,0
7abba699e7,29.0,86.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
92f2f52e14,21.0,21.0,5f8ca0f83b,d36d84f51a,,20190601,0
62fe9eca39,42.0,152.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
9d0f91f165,27.0,81.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
ef6196e800,27.0,108.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
ab66db8d4a,37.0,6.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
b3c068096c,28.0,201.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
3d93802001,25.0,80.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
f63cadac0d,23.0,52.0,7e6640bfe0,ba7b390fc4,6da8606d6e,20190601,0
4d0c0c85e9,41.0,191.0,7bb291e291,b026b8ee68,44af6626d6,20190601,0
1c1a093a93,30.0,113.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
045d81bbf0,24.0,58.0,7e6640bfe0,915be3a7a4,,20190601,0
3fa788d9ca,35.0,167.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
5f3d68d298,34.0,167.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
fe52542979,27.0,32.0,7e6640bfe0,991c4998fb,527516f307,20190601,0
c66632cfad,21.0,18.0,7e6640bfe0,d36d84f51a,,20190601,0
c4732c01fb,36.0,9.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
2c15206848,25.0,93.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
0118335812,34.0,76.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
1b8cf2a26b,19.0,2.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
b8c33e176a,30.0,93.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
c1d46715c2,23.0,33.0,7e6640bfe0,d36d84f51a,,20190601,0
1f29036d0d,46.0,136.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
77e807a8b6,44.0,64.0,7e6640bfe0,991c4998fb,4e1d23cb0a,20190601,0
874f930a29,40.0,135.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
bfedb41580,24.0,8.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
693e011c09,21.0,35.0,7e6640bfe0,d36d84f51a,,20190601,0
b8fab43fdc,28.0,42.0,7bb291e291,ba7b390fc4,44af6626d6,20190601,1
f2988364dd,37.0,210.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9a3d30129d,31.0,94.0,01a4f2c96c,915be3a7a4,44af6626d6,20190601,0
9ed7c31cd6,46.0,262.0,7e6640bfe0,ba7b390fc4,62260c15fb,20190601,0
b74ea6b82c,26.0,15.0,7bb291e291,991c4998fb,51155d7cc3,20190601,0
ead89b22c8,23.0,20.0,7e6640bfe0,ba7b390fc4,6da8606d6e,20190601,0
7ef8bb03a2,42.0,113.0,7bb291e291,242927d0f5,91ed9c1e18,20190601,0
972ccb04da,24.0,6.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
5d7a9d55b5,30.0,4.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
3def5d1493,26.0,60.0,7e6640bfe0,d36d84f51a,,20190601,0
5f8c6ec092,23.0,51.0,7e6640bfe0,d36d84f51a,,20190601,0
ada0f9c9dc,22.0,302.0,5f8ca0f83b,d36d84f51a,,20190601,0
622bacd430,24.0,31.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
c00e08251e,26.0,67.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
c57bf991fa,39.0,244.0,01a4f2c96c,ba7b390fc4,bfd9cb6270,20190601,0
a1513d853d,28.0,77.0,7e6640bfe0,d36d84f51a,,20190601,0
c2878aa314,26.0,77.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
29c3d7e05f,38.0,239.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
dde042f30c,37.0,208.0,7bb291e291,ba7b390fc4,44af6626d6,20190601,0
87d6f901e4,28.0,87.0,7bb291e291,991c4998fb,44af6626d6,20190601,1
674750a4d4,28.0,106.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
efbb38d074,31.0,91.0,7e6640bfe0,915be3a7a4,,20190601,0
2e923d8f09,18.0,166.0,5f8ca0f83b,51be29729b,,20190601,0
16d867dc9a,25.0,71.0,5f8ca0f83b,915be3a7a4,,20190601,0
4bdd0e6390,27.0,14.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
b67b7cc7cc,37.0,217.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
de2af9be0d,21.0,2.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
2c0ab0390b,25.0,76.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
490d116f99,35.0,132.0,7bb291e291,242927d0f5,44af6626d6,20190601,0
898d369c76,27.0,95.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
67aef93729,22.0,66.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d4525a5e16,29.0,58.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,1
904416aecd,45.0,44.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8e83523c07,30.0,132.0,7e6640bfe0,915be3a7a4,,20190601,0
acb2491f1f,42.0,29.0,7bb291e291,289777e76d,,20190601,0
ac992443c6,24.0,29.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
c3812cfd5b,22.0,10.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
763054150f,18.0,36.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
295ecbe794,24.0,39.0,7e6640bfe0,d36d84f51a,,20190601,0
85ab1dceca,31.0,129.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
856b19bdad,22.0,23.0,5f8ca0f83b,d36d84f51a,,20190601,0
e638f50582,22.0,21.0,7e6640bfe0,d36d84f51a,,20190601,0
